,Provider,Client,Start,End,Hours,Type,Status
315,Provider18,Provider68,1517272200,1517275800,3600,Ed. Therapy,Confirmed (Appt has happened)
316,Provider18,Provider69,1517275800,1517279400,3600,Ed. Therapy,Confirmed (Appt has happened)
317,Provider18,Provider70,1517328000,1517331600,3600,Ed. Therapy,Confirmed (Appt has happened)
318,Provider18,Provider66,1517349900,1517353200,3300,Ed. Therapy,Confirmed (Appt has happened)
319,Provider18,Provider71,1517355000,1517358600,3600,Ed. Therapy,Confirmed (Appt has happened)
320,Provider18,Provider72,1517362200,1517365800,3600,Ed. Therapy,Confirmed (Appt has happened)
321,Provider18,Provider70,1517416200,1517419800,3600,Ed. Therapy,Confirmed (Appt has happened)
322,Provider18,Provider73,1517419800,1517423100,3300,Ed. Therapy,Confirmed (Appt has happened)
323,Provider18,Provider74,1517437800,1517441400,3600,Ed. Therapy,Confirmed (Appt has happened)
324,Provider18,Provider75,1517448600,1517452200,3600,Ed. Therapy,Confirmed (Appt has happened)
325,Provider18,Provider76,1517527800,1517531400,3600,Ed. Therapy,Confirmed (Appt has happened)
326,Provider18,Provider74,1517531400,1517535000,3600,Ed. Therapy,Confirmed (Appt has happened)
327,Provider18,Provider77,1517535000,1517538600,3600,Ed. Therapy,Confirmed (Appt has happened)
328,Provider18,Provider73,1517587200,1517590800,3600,Ed. Therapy,Confirmed (Appt has happened)
329,Provider18,Provider67,1517590800,1517594400,3600,Ed. Therapy,Confirmed (Appt has happened)
330,Provider18,Provider65,1517595600,1517598900,3300,Ed. Therapy,Confirmed (Appt has happened)
331,Provider18,Provider74,1517598900,1517602200,3300,Ed. Therapy,Confirmed (Appt has happened)
332,Provider18,Provider78,1517614200,1517617800,3600,Ed. Therapy,Confirmed (Appt has happened)
333,Provider18,Provider68,1517617800,1517621400,3600,Ed. Therapy,Confirmed (Appt has happened)
334,Provider18,Provider75,1517850000,1517850900,900,Phone Call,Confirmed (Appt has happened)
335,Provider18,Provider66,1517864700,1517868300,3600,Ed. Therapy,Confirmed (Appt has happened)
336,Provider18,Provider67,1517868300,1517871600,3300,Ed. Therapy,Confirmed (Appt has happened)
337,Provider18,Provider68,1517877000,1517880600,3600,Ed. Therapy,Confirmed (Appt has happened)
338,Provider18,Provider69,1517880600,1517884200,3600,Ed. Therapy,Confirmed (Appt has happened)
339,Provider18,Provider70,1517932800,1517936400,3600,Ed. Therapy,Confirmed (Appt has happened)
340,Provider18,Provider66,1517951100,1517954700,3600,Ed. Therapy,Confirmed (Appt has happened)
341,Provider18,Provider75,1517967000,1517968800,1800,Administrative,Confirmed (Appt has happened)
342,Provider18,Provider70,1518021000,1518024600,3600,Ed. Therapy,Confirmed (Appt has happened)
343,Provider18,Provider73,1518024600,1518027900,3300,Ed. Therapy,Confirmed (Appt has happened)
344,Provider18,Provider74,1518046200,1518049800,3600,Ed. Therapy,Confirmed (Appt has happened)
345,Provider18,Provider75,1518053400,1518057000,3600,Ed. Therapy,Confirmed (Appt has happened)
346,Provider18,Provider76,1518132600,1518136200,3600,Ed. Therapy,Confirmed (Appt has happened)
347,Provider18,Provider73,1518192000,1518195600,3600,Ed. Therapy,Confirmed (Appt has happened)
348,Provider18,Provider67,1518195600,1518199200,3600,Ed. Therapy,Confirmed (Appt has happened)
349,Provider18,Provider65,1518200400,1518203700,3300,Ed. Therapy,Confirmed (Appt has happened)
350,Provider18,Provider74,1518203700,1518207000,3300,Ed. Therapy,Confirmed (Appt has happened)
351,Provider18,Provider78,1518219000,1518222600,3600,Ed. Therapy,Confirmed (Appt has happened)
352,Provider18,Provider68,1518222600,1518226200,3600,Ed. Therapy,Cancelled (No charge not rescheduled)
353,Provider18,Provider79,1518226200,1518229800,3600,Ed. Therapy,Confirmed (Appt has happened)
354,Provider18,Provider66,1518469500,1518473100,3600,Ed. Therapy,Confirmed (Appt has happened)
355,Provider18,Provider67,1518473100,1518476400,3300,Ed. Therapy,Confirmed (Appt has happened)
356,Provider18,Provider71,1518478200,1518481800,3600,Ed. Therapy,Confirmed (Appt has happened)
357,Provider18,Provider68,1518481800,1518485400,3600,Ed. Therapy,Confirmed (Appt has happened)
358,Provider18,Provider69,1518485400,1518489000,3600,Ed. Therapy,Confirmed (Appt has happened)
359,Provider18,Provider70,1518537600,1518541200,3600,Ed. Therapy,Confirmed (Appt has happened)
360,Provider18,Provider66,1518555900,1518559500,3600,Ed. Therapy,Cancelled (No charge not rescheduled)
361,Provider18,Provider73,1518624000,1518627600,3600,Ed. Therapy,Confirmed (Appt has happened)
362,Provider18,Provider70,1518627600,1518631200,3600,Ed. Therapy,Confirmed (Appt has happened)
363,Provider18,Provider74,1518647400,1518651000,3600,Ed. Therapy,Confirmed (Appt has happened)
364,Provider18,Provider59,1518651000,1518654600,3600,Ed. Therapy,Confirmed (Appt has happened)
365,Provider18,Provider75,1518658200,1518661800,3600,Ed. Therapy,Confirmed (Appt has happened)
366,Provider18,Provider76,1518738300,1518741900,3600,Ed. Therapy,Confirmed (Appt has happened)
367,Provider18,Provider77,1518744600,1518748200,3600,Ed. Therapy,Confirmed (Appt has happened)
368,Provider18,Provider73,1518796800,1518800400,3600,Ed. Therapy,Confirmed (Appt has happened)
369,Provider18,Provider67,1518800400,1518804000,3600,Ed. Therapy,Confirmed (Appt has happened)
370,Provider18,Provider65,1518805200,1518808500,3300,Ed. Therapy,Confirmed (Appt has happened)
371,Provider18,Provider74,1518808500,1518811800,3300,Ed. Therapy,Confirmed (Appt has happened)
372,Provider18,Provider78,1518823800,1518827400,3600,Ed. Therapy,Cancelled (No charge not rescheduled)
373,Provider18,Provider68,1518827400,1518831000,3600,Ed. Therapy,Confirmed (Appt has happened)
374,Provider18,Provider79,1518831000,1518834600,3600,Ed. Therapy,Confirmed (Appt has happened)
375,Provider18,Provider68,1519083000,1519086600,3600,Ed. Therapy,Confirmed (Appt has happened)
376,Provider18,Provider59,1519149600,1519153200,3600,Ed. Therapy,Scheduled
377,Provider18,Provider75,1519239600,1519243200,3600,Ed. Therapy,Scheduled
378,Provider18,Provider78,1519412400,1519416000,3600,Ed. Therapy,Scheduled
379,Provider18,Provider68,1519432200,1519435800,3600,Ed. Therapy,Scheduled
380,Provider18,Provider66,1519679100,1519682700,3600,Ed. Therapy,Confirmed (Appt has happened)
381,Provider18,Provider67,1519682700,1519686000,3300,Ed. Therapy,Confirmed (Appt has happened)
382,Provider18,Provider68,1519691400,1519695000,3600,Ed. Therapy,Confirmed (Appt has happened)
383,Provider18,Provider69,1519695000,1519698600,3600,Ed. Therapy,Confirmed (Appt has happened)
384,Provider18,Provider70,1519747200,1519750800,3600,Ed. Therapy,Scheduled
385,Provider18,Provider66,1519765500,1519769100,3600,Ed. Therapy,Confirmed (Appt has happened)
386,Provider18,Provider70,1519835400,1519839000,3600,Ed. Therapy,Scheduled
387,Provider18,Provider73,1519839000,1519842300,3300,Ed. Therapy,Scheduled
388,Provider18,Provider74,1519857000,1519860600,3600,Ed. Therapy,Scheduled
389,Provider18,Provider59,1519860600,1519864200,3600,Ed. Therapy,Confirmed (Appt has happened)
390,Provider18,Provider75,1519867800,1519871400,3600,Ed. Therapy,Confirmed (Appt has happened)
391,Provider18,Provider76,1519947900,1519951500,3600,Ed. Therapy,Scheduled
392,Provider18,Provider77,1519954200,1519957800,3600,Ed. Therapy,Scheduled
393,Provider18,Provider73,1520006400,1520010000,3600,Ed. Therapy,Scheduled
394,Provider18,Provider67,1520010000,1520013600,3600,Ed. Therapy,Scheduled
395,Provider18,Provider65,1520014800,1520018100,3300,Ed. Therapy,Scheduled
396,Provider18,Provider74,1520018100,1520021400,3300,Ed. Therapy,Scheduled
397,Provider18,Provider78,1520033400,1520037000,3600,Ed. Therapy,Scheduled
398,Provider18,Provider68,1520037000,1520040600,3600,Ed. Therapy,Scheduled
399,Provider18,Provider79,1520040600,1520044200,3600,Ed. Therapy,Scheduled
400,Provider19,Provider12,1517256000,1517265000,9000,Tutoring,Confirmed (Appt has happened)
401,Provider19,Provider80,1517266800,1517270400,3600,Study Hall,Confirmed (Appt has happened)
402,Provider19,Provider6,1517268600,1517272200,3600,Study Hall,Confirmed (Appt has happened)
403,Provider19,Provider12,1517335200,1517340600,5400,Tutoring,Confirmed (Appt has happened)
404,Provider19,Provider8,1517356800,1517360400,3600,Tutoring,Confirmed (Appt has happened)
405,Provider19,Provider81,1517360400,1517364000,3600,Tutoring,Confirmed (Appt has happened)
406,Provider19,Provider12,1517428800,1517437800,9000,Tutoring,Confirmed (Appt has happened)
407,Provider19,Provider82,1517439600,1517443200,3600,Tutoring,Confirmed (Appt has happened)
408,Provider19,Provider80,1517526000,1517529600,3600,Study Hall,Confirmed (Appt has happened)
409,Provider19,Provider6,1517529600,1517533200,3600,Study Hall,Confirmed (Appt has happened)
410,Provider19,Provider81,1517533200,1517536800,3600,Tutoring,Confirmed (Appt has happened)
411,Provider19,Provider4,1517594400,1517605200,10800,Tutoring,Confirmed (Appt has happened)
412,Provider19,Provider83,1517610600,1517616000,5400,Tutoring,Confirmed (Appt has happened)
413,Provider19,Provider12,1517860800,1517869800,9000,Tutoring,Confirmed (Appt has happened)
414,Provider19,Provider80,1517871600,1517875200,3600,Study Hall,Confirmed (Appt has happened)
415,Provider19,Provider6,1517873400,1517877000,3600,Study Hall,Confirmed (Appt has happened)
416,Provider19,Provider8,1517961600,1517965200,3600,Tutoring,Cancelled (w/out 24 hr notice charge)
417,Provider19,Provider81,1517965200,1517968800,3600,Tutoring,Cancelled (No charge not rescheduled)
418,Provider19,Provider12,1518033600,1518042600,9000,Tutoring,Confirmed (Appt has happened)
419,Provider19,Provider82,1518044400,1518048000,3600,Tutoring,Cancelled (w/out 24 hr notice charge)
420,Provider19,Provider80,1518130800,1518134400,3600,Study Hall,Confirmed (Appt has happened)
421,Provider19,Provider6,1518134400,1518138000,3600,Study Hall,Confirmed (Appt has happened)
422,Provider19,Provider81,1518138000,1518141600,3600,Tutoring,Confirmed (Appt has happened)
423,Provider19,Provider4,1518199200,1518210000,10800,Tutoring,Confirmed (Appt has happened)
424,Provider19,Provider83,1518215400,1518220800,5400,Tutoring,Confirmed (Appt has happened)
425,Provider19,Provider12,1518463800,1518474600,10800,Tutoring,Confirmed (Appt has happened)
426,Provider19,Provider80,1518476400,1518480000,3600,Study Hall,Confirmed (Appt has happened)
427,Provider19,Provider6,1518478200,1518481800,3600,Study Hall,Confirmed (Appt has happened)
428,Provider19,Provider8,1518566400,1518570000,3600,Tutoring,Confirmed (Appt has happened)
429,Provider19,Provider81,1518570000,1518573600,3600,Tutoring,Confirmed (Appt has happened)
430,Provider19,Provider12,1518638400,1518645600,7200,Tutoring,Confirmed (Appt has happened)
431,Provider19,Provider82,1518649200,1518652800,3600,Tutoring,Confirmed (Appt has happened)
432,Provider19,Provider12,1518726600,1518727500,900,Administrative,Confirmed (Appt has happened)
433,Provider19,Provider80,1518735600,1518739200,3600,Study Hall,Cancelled (w/out 24 hr notice charge)
434,Provider19,Provider6,1518737400,1518741000,3600,Study Hall,Confirmed (Appt has happened)
435,Provider19,Provider81,1518742800,1518746400,3600,Tutoring,Cancelled (No charge not rescheduled)
436,Provider19,Provider4,1518804000,1518814800,10800,Tutoring,Confirmed (Appt has happened)
437,Provider19,Provider12,1518816600,1518817500,900,Administrative,Confirmed (Appt has happened)
438,Provider19,Provider83,1518820200,1518825600,5400,Tutoring,Confirmed (Appt has happened)
439,Provider19,Provider12,1519070400,1519079400,9000,Tutoring,Confirmed (Appt has happened)
440,Provider19,Provider80,1519081200,1519084800,3600,Study Hall,Confirmed (Appt has happened)
441,Provider19,Provider6,1519083000,1519086600,3600,Study Hall,Confirmed (Appt has happened)
442,Provider19,Provider8,1519171200,1519174800,3600,Tutoring,Confirmed (Appt has happened)
443,Provider19,Provider81,1519174800,1519178400,3600,Tutoring,Confirmed (Appt has happened)
444,Provider19,Provider12,1519243200,1519252200,9000,Tutoring,Confirmed (Appt has happened)
445,Provider19,Provider82,1519254000,1519257600,3600,Tutoring,Confirmed (Appt has happened)
446,Provider19,Provider80,1519340400,1519344000,3600,Study Hall,Confirmed (Appt has happened)
447,Provider19,Provider6,1519344000,1519347600,3600,Study Hall,Confirmed (Appt has happened)
448,Provider19,Provider81,1519347600,1519351200,3600,Tutoring,Confirmed (Appt has happened)
449,Provider19,Provider4,1519408800,1519419600,10800,Tutoring,Confirmed (Appt has happened)
450,Provider19,Provider83,1519425000,1519430400,5400,Tutoring,Confirmed (Appt has happened)
451,Provider19,Provider12,1519675200,1519684200,9000,Tutoring,Confirmed (Appt has happened)
452,Provider19,Provider80,1519686000,1519689600,3600,Study Hall,Confirmed (Appt has happened)
453,Provider19,Provider6,1519687800,1519691400,3600,Study Hall,Confirmed (Appt has happened)
454,Provider19,Provider8,1519776000,1519779600,3600,Tutoring,Confirmed (Appt has happened)
455,Provider19,Provider81,1519779600,1519783200,3600,Tutoring,Confirmed (Appt has happened)
456,Provider19,Provider12,1519848000,1519857000,9000,Tutoring,Confirmed (Appt has happened)
457,Provider19,Provider82,1519858800,1519862400,3600,Tutoring,Confirmed (Appt has happened)
458,Provider19,Provider80,1519945200,1519948800,3600,Study Hall,Confirmed (Appt has happened)
459,Provider19,Provider6,1519948800,1519952400,3600,Study Hall,Confirmed (Appt has happened)
460,Provider19,Provider81,1519952400,1519956000,3600,Tutoring,Confirmed (Appt has happened)
461,Provider19,Provider4,1520013600,1520024400,10800,Tutoring,Confirmed (Appt has happened)
462,Provider19,Provider83,1520029800,1520035200,5400,Tutoring,Confirmed (Appt has happened)
463,Provider20,Provider84,1517261400,1517262300,900,Administrative,Confirmed (Appt has happened)
464,Provider20,Provider85,1517263200,1517266800,3600,Ed. Therapy,Confirmed (Appt has happened)
465,Provider20,Provider86,1517266800,1517268600,1800,Skype/GotoMeeting Appointment,Confirmed (Appt has happened)
466,Provider20,Provider87,1517268600,1517272200,3600,Ed. Therapy,Confirmed (Appt has happened)
467,Provider20,Provider88,1517272200,1517275800,3600,Ed. Therapy,Cancelled (No charge not rescheduled)
468,Provider20,Provider89,1517272200,1517275800,3600,Ed. Therapy,Confirmed (Appt has happened)
469,Provider20,Provider9,1517351400,1517355000,3600,Ed. Therapy,Confirmed (Appt has happened)
470,Provider20,Provider90,1517355000,1517358600,3600,Ed. Therapy,Confirmed (Appt has happened)
471,Provider20,Provider91,1517362200,1517364000,1800,Ed. Therapy,Confirmed (Appt has happened)
472,Provider20,Provider83,1517437800,1517441400,3600,Ed. Therapy,Confirmed (Appt has happened)
473,Provider20,Provider86,1517441400,1517444100,2700,Skype/GotoMeeting Appointment,Confirmed (Appt has happened)
474,Provider20,Provider92,1517445000,1517448600,3600,Ed. Therapy,Cancelled (No charge not rescheduled)
475,Provider20,Provider84,1517531400,1517535000,3600,Ed. Therapy,Cancelled (No charge not rescheduled)
476,Provider20,Provider93,1517535000,1517538600,3600,Ed. Therapy,Confirmed (Appt has happened)
477,Provider20,Provider84,1517607000,1517608800,1800,Administrative,Confirmed (Appt has happened)
478,Provider20,Provider94,1517612400,1517616000,3600,Ed. Therapy,Confirmed (Appt has happened)
479,Provider20,Provider95,1517617800,1517621400,3600,Skype/GotoMeeting Appointment,Confirmed (Appt has happened)
480,Provider20,Provider85,1517868000,1517871600,3600,Ed. Therapy,Confirmed (Appt has happened)
481,Provider20,Provider87,1517873400,1517877000,3600,Ed. Therapy,Confirmed (Appt has happened)
482,Provider20,Provider88,1517877000,1517880600,3600,Ed. Therapy,Confirmed (Appt has happened)
483,Provider20,Provider96,1517880600,1517884200,3600,Ed. Therapy,Confirmed (Appt has happened)
484,Provider20,Provider9,1517956200,1517959800,3600,Ed. Therapy,Confirmed (Appt has happened)
485,Provider20,Provider90,1517959800,1517963400,3600,Ed. Therapy,Confirmed (Appt has happened)
486,Provider20,Provider92,1517963400,1517967000,3600,Ed. Therapy,Confirmed (Appt has happened)
487,Provider20,Provider83,1518042600,1518046200,3600,Ed. Therapy,Confirmed (Appt has happened)
488,Provider20,Provider86,1518046200,1518049800,3600,Skype/GotoMeeting Appointment,Confirmed (Appt has happened)
489,Provider20,Provider97,1518049800,1518053400,3600,Ed. Therapy,Confirmed (Appt has happened)
490,Provider20,Provider95,1518053400,1518057000,3600,Ed. Therapy,Confirmed (Appt has happened)
491,Provider20,Provider85,1518127200,1518130800,3600,Ed. Therapy,Cancelled (No charge not rescheduled)
492,Provider20,Provider84,1518136200,1518139800,3600,Ed. Therapy,Confirmed (Appt has happened)
493,Provider20,Provider93,1518139800,1518143400,3600,Ed. Therapy,Confirmed (Appt has happened)
494,Provider20,Provider94,1518215400,1518219000,3600,Ed. Therapy,Confirmed (Appt has happened)
495,Provider20,Provider89,1518224400,1518228000,3600,Ed. Therapy,Cancelled (No charge not rescheduled)
496,Provider20,Provider83,1518381900,1518390000,8100,Ed. Therapy,Confirmed (Appt has happened)
497,Provider20,Provider83,1518478200,1518480000,1800,Ed. Therapy,Confirmed (Appt has happened)
498,Provider20,Provider88,1518481800,1518485400,3600,Ed. Therapy,Confirmed (Appt has happened)
499,Provider20,Provider9,1518561000,1518564600,3600,Ed. Therapy,Confirmed (Appt has happened)
500,Provider20,Provider90,1518564600,1518568200,3600,Ed. Therapy,Confirmed (Appt has happened)
501,Provider20,Provider93,1518568200,1518571800,3600,Ed. Therapy,Confirmed (Appt has happened)
502,Provider20,Provider95,1518622200,1518624000,1800,Administrative,Confirmed (Appt has happened)
503,Provider20,Provider95,1518624000,1518629400,5400,School Meeting,Confirmed (Appt has happened)
504,Provider20,Provider95,1518629400,1518630300,900,Administrative,Confirmed (Appt has happened)
505,Provider20,Provider83,1518647400,1518651000,3600,Ed. Therapy,Confirmed (Appt has happened)
506,Provider20,Provider86,1518651000,1518654600,3600,Skype/GotoMeeting Appointment,Confirmed (Appt has happened)
507,Provider20,Provider85,1518732000,1518735600,3600,Ed. Therapy,Confirmed (Appt has happened)
508,Provider20,Provider98,1518735600,1518739200,3600,Ed. Therapy,Confirmed (Appt has happened)
509,Provider20,Provider87,1518741000,1518744600,3600,Ed. Therapy,Confirmed (Appt has happened)
510,Provider20,Provider84,1518741000,1518744600,3600,Ed. Therapy,Cancelled (No charge not rescheduled)
511,Provider20,Provider95,1518744600,1518748200,3600,Ed. Therapy,Confirmed (Appt has happened)
512,Provider20,Provider94,1518820200,1518823800,3600,Ed. Therapy,Confirmed (Appt has happened)
513,Provider20,Provider96,1519090200,1519093800,3600,Ed. Therapy,Cancelled (No charge not rescheduled)
514,Provider20,Provider9,1519165800,1519169400,3600,Ed. Therapy,Scheduled
515,Provider20,Provider90,1519169400,1519173000,3600,Ed. Therapy,Confirmed (Appt has happened)
516,Provider20,Provider92,1519173000,1519176600,3600,Ed. Therapy,Confirmed (Appt has happened)
517,Provider20,Provider93,1519176600,1519180200,3600,Ed. Therapy,Confirmed (Appt has happened)
518,Provider20,Provider83,1519252200,1519255800,3600,Ed. Therapy,Confirmed (Appt has happened)
519,Provider20,Provider86,1519255800,1519259400,3600,Skype/GotoMeeting Appointment,Confirmed (Appt has happened)
520,Provider20,Provider97,1519259400,1519263000,3600,Ed. Therapy,Confirmed (Appt has happened)
521,Provider20,Provider95,1519263000,1519266600,3600,Ed. Therapy,Confirmed (Appt has happened)
522,Provider20,Provider85,1519336800,1519340400,3600,Ed. Therapy,Scheduled
523,Provider20,Provider87,1519340400,1519344000,3600,Ed. Therapy,Confirmed (Appt has happened)
524,Provider20,Provider88,1519345800,1519349400,3600,Ed. Therapy,Scheduled
525,Provider20,Provider84,1519345800,1519349400,3600,Ed. Therapy,Cancelled (No charge not rescheduled)
526,Provider20,Provider89,1519434000,1519437600,3600,Ed. Therapy,Cancelled (No charge not rescheduled)
527,Provider20,Provider98,1519684200,1519687800,3600,Ed. Therapy,Confirmed (Appt has happened)
528,Provider20,Provider94,1519687800,1519691400,3600,Ed. Therapy,Scheduled
529,Provider20,Provider88,1519691400,1519695000,3600,Ed. Therapy,Confirmed (Appt has happened)
530,Provider20,Provider96,1519695000,1519698600,3600,Ed. Therapy,Scheduled
531,Provider20,Provider9,1519770600,1519774200,3600,Ed. Therapy,Scheduled
532,Provider20,Provider90,1519774200,1519777800,3600,Ed. Therapy,Confirmed (Appt has happened)
533,Provider20,Provider92,1519777800,1519781400,3600,Ed. Therapy,Confirmed (Appt has happened)
534,Provider20,Provider93,1519781400,1519785000,3600,Ed. Therapy,Confirmed (Appt has happened)
535,Provider20,Provider83,1519857000,1519860600,3600,Ed. Therapy,Confirmed (Appt has happened)
536,Provider20,Provider86,1519860600,1519864200,3600,Skype/GotoMeeting Appointment,Confirmed (Appt has happened)
537,Provider20,Provider99,1519864200,1519867800,3600,Ed. Therapy,Confirmed (Appt has happened)
538,Provider20,Provider95,1519867800,1519871400,3600,Ed. Therapy,Confirmed (Appt has happened)
539,Provider20,Provider85,1519941600,1519945200,3600,Ed. Therapy,Scheduled
540,Provider20,Provider87,1519945200,1519948800,3600,Ed. Therapy,Confirmed (Appt has happened)
541,Provider20,Provider84,1519950600,1519954200,3600,Ed. Therapy,Cancelled (No charge not rescheduled)
542,Provider20,Provider94,1520029800,1520033400,3600,Ed. Therapy,Scheduled
543,Provider20,Provider89,1520038800,1520042400,3600,Ed. Therapy,Cancelled (No charge not rescheduled)
